,year,lifeExp,gdpPercap,population,income_groups,country,continent,region
12360,1895,29.5,609,18067872,low_income,Ethiopia,Africa,Sub Saharan Africa
27524,1895,30.61,992,1811562,upper_middle_income,Malaysia,Asia,East Asia Pacific
38897,1895,28.74,970,20232,upper_middle_income,Tonga,Asia,East Asia Pacific
26409,1895,30.95,824,690290,lower_middle_income,Mongolia,Asia,East Asia Pacific
2994,1895,34.23,972,1142559,low_income,Benin,Africa,Sub Saharan Africa
31092,1895,36.16,800,1006199,lower_middle_income,Papua New Guinea,Asia,East Asia Pacific
16597,1895,35.12,3085,2378566,high_income,Croatia,Europe,Europe Central Asia
2102,1895,39.16,4981,5681471,high_income,Austria,Europe,Europe Central Asia
7231,1895,32.0,1125,391160121,upper_middle_income,China,Asia,East Asia Pacific
22841,1895,35.54,420,272562,lower_middle_income,Lesotho,Africa,Sub Saharan Africa
13921,1895,33.87,991,2125430,upper_middle_income,Georgia,Europe,Europe Central Asia
8123,1895,32.8,851,618992,lower_middle_income,"Congo, Rep.",Africa,Sub Saharan Africa
35552,1895,33.09,828,1782068,low_income,South Sudan,Africa,Sub Saharan Africa
43357,1895,35.04,1103,1040940,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
12583,1895,47.7,2764,2499034,high_income,Finland,Europe,Europe Central Asia
20611,1895,25.28,678,25301,lower_middle_income,Kiribati,Asia,East Asia Pacific
13698,1895,45.77,8132,39529277,high_income,United Kingdom,Europe,Europe Central Asia
20388,1895,36.76,488,2769498,lower_middle_income,Cambodia,Asia,East Asia Pacific
19273,1895,34.38,1596,267636,upper_middle_income,Jordan,Asia,Middle East North Africa
28862,1895,52.87,3548,2110597,high_income,Norway,Europe,Europe Central Asia
11022,1895,31.61,1758,4428517,upper_middle_income,Algeria,Africa,Middle East North Africa
27747,1895,36.06,1878,192069,upper_middle_income,Namibia,Africa,Sub Saharan Africa
37113,1895,44.02,1305,18496,high_income,Seychelles,Africa,Sub Saharan Africa
541,1895,35.0,1186,771964,upper_middle_income,Albania,Europe,Europe Central Asia
23287,1895,45.2,4002,222684,high_income,Luxembourg,Europe,Europe Central Asia
31984,1895,35.23,2423,532797,upper_middle_income,Paraguay,Americas,America
40458,1895,26.94,756,3510306,low_income,Uganda,Africa,Sub Saharan Africa
5224,1895,31.49,1171,16066699,upper_middle_income,Brazil,Americas,America
29754,1895,34.26,1328,374163,high_income,Oman,Asia,Middle East North Africa
95,1895,32.36,1007,4691426,low_income,Afghanistan,Asia,South Asia
26186,1895,36.96,2161,404160,upper_middle_income,Montenegro,Europe,Europe Central Asia
987,1895,34.64,2518,45255,high_income,United Arab Emirates,Asia,Middle East North Africa
33991,1895,33.75,2384,182472,high_income,Singapore,Asia,East Asia Pacific
28416,1895,26.68,2331,504490,lower_middle_income,Nicaragua,Americas,America
3886,1895,32.5,2888,74124,high_income,Bahrain,Asia,Middle East North Africa
35329,1895,34.78,3112,2336800,upper_middle_income,Serbia,Europe,Europe Central Asia
37782,1895,34.42,1113,716842,low_income,Togo,Africa,Sub Saharan Africa
41127,1895,47.1,8323,71460501,high_income,United States,Americas,America
39343,1895,30.11,1423,1778645,lower_middle_income,Tunisia,Africa,Middle East North Africa
9461,1895,37.85,2351,222086,high_income,Cyprus,Europe,Europe Central Asia
24848,1895,29.56,2042,12481874,upper_middle_income,Mexico,Americas,America
8346,1895,33.18,1297,3739077,upper_middle_income,Colombia,Americas,America
30423,1895,34.4,974,3524077,upper_middle_income,Peru,Americas,America
20165,1895,25.64,1114,1047000,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
27078,1895,25.97,1533,374291,upper_middle_income,Mauritius,Africa,Sub Saharan Africa
35998,1895,33.47,3079,93772,upper_middle_income,Suriname,Americas,America
25963,1895,31.17,1215,8222031,lower_middle_income,Myanmar,Asia,East Asia Pacific
26855,1895,34.71,731,345698,lower_middle_income,Mauritania,Africa,Sub Saharan Africa
17935,1895,25.6,1314,9707301,upper_middle_income,Iran,Asia,Middle East North Africa
33322,1895,34.54,1047,2145499,high_income,Saudi Arabia,Asia,Middle East North Africa
23510,1895,44.62,1588,1985578,high_income,Latvia,Europe,Europe Central Asia
22618,1895,33.34,2010,3746359,upper_middle_income,Sri Lanka,Asia,South Asia
41796,1895,33.07,2817,2513175,upper_middle_income,Venezuela,Americas,America
13475,1895,33.97,560,380026,upper_middle_income,Gabon,Africa,Sub Saharan Africa
7900,1895,33.4,812,9664176,low_income,"Congo, Dem. Rep.",Africa,Sub Saharan Africa
36667,1895,54.21,3402,4950505,high_income,Sweden,Europe,Europe Central Asia
13252,1895,26.1,622,23968,lower_middle_income,"Micronesia, Fed. Sts.",Asia,East Asia Pacific
6116,1895,35.13,648,156787,upper_middle_income,Botswana,Africa,Sub Saharan Africa
30646,1895,30.97,1227,6312457,lower_middle_income,Philippines,Asia,East Asia Pacific
15482,1895,38.02,1495,57442,upper_middle_income,Grenada,Americas,America
10799,1895,32.41,1138,455988,upper_middle_income,Dominican Republic,Americas,America
29977,1895,25.63,1262,17790828,lower_middle_income,Pakistan,Asia,South Asia
38005,1895,30.95,1475,7123039,upper_middle_income,Thailand,Asia,East Asia Pacific
25740,1895,39.13,1764,210243,high_income,Malta,Europe,Europe Central Asia
6785,1895,46.86,6547,3105645,high_income,Switzerland,Europe,Europe Central Asia
32430,1895,32.75,2317,15970,high_income,Qatar,Asia,Middle East North Africa
31761,1895,35.74,2069,5207690,high_income,Portugal,Europe,Europe Central Asia
5670,1895,28.41,2213,14377,high_income,Brunei,Asia,East Asia Pacific
42465,1895,27.09,2050,34086,upper_middle_income,Samoa,Asia,East Asia Pacific
39566,1895,36.3,1552,13759871,upper_middle_income,Turkey,Europe,Europe Central Asia
34437,1895,28.3,1197,1070456,low_income,Sierra Leone,Africa,Sub Saharan Africa
38674,1895,33.17,711,318172,lower_middle_income,Timor-Leste,Asia,East Asia Pacific
4109,1895,34.97,2719,54052,high_income,Bahamas,Americas,America
2771,1895,45.52,6507,6394512,high_income,Belgium,Europe,Europe Central Asia
5893,1895,31.34,829,275769,lower_middle_income,Bhutan,Asia,South Asia
10130,1895,33.2,1150,41558,lower_middle_income,Djibouti,Africa,Middle East North Africa
39120,1895,38.9,2098,245157,high_income,Trinidad and Tobago,Americas,America
7008,1895,31.25,3841,2928944,high_income,Chile,Americas,America
29085,1895,34.59,890,5109099,low_income,Nepal,Asia,South Asia
8569,1895,33.26,868,81268,lower_middle_income,Comoros,Africa,Sub Saharan Africa
9015,1895,32.91,2034,284558,upper_middle_income,Costa Rica,Americas,America
38451,1895,24.14,1995,725861,upper_middle_income,Turkmenistan,Asia,Europe Central Asia
17489,1895,25.8,1069,288055133,lower_middle_income,India,Asia,South Asia
15705,1895,26.07,1791,1373419,upper_middle_income,Guatemala,Americas,America
6562,1895,46.61,4393,5093168,high_income,Canada,Americas,America
41573,1895,26.58,1577,44380,upper_middle_income,St. Vincent and the Grenadines,Americas,America
40012,1895,29.27,1228,2624357,high_income,Taiwan,Asia,East Asia Pacific
40235,1895,33.06,637,5178084,low_income,Tanzania,Africa,Sub Saharan Africa
33545,1895,32.2,846,4879245,lower_middle_income,Sudan,Africa,Sub Saharan Africa
9907,1895,42.3,4976,51522787,high_income,Germany,Europe,Europe Central Asia
30200,1895,33.84,2239,239795,high_income,Panama,Americas,America
14144,1895,29.28,869,2594699,lower_middle_income,Ghana,Africa,Sub Saharan Africa
1433,1895,36.0,878,811591,upper_middle_income,Armenia,Europe,Europe Central Asia
40681,1895,37.61,1614,22411971,lower_middle_income,Ukraine,Europe,Europe Central Asia
21949,1895,32.69,1106,474977,low_income,Liberia,Africa,Sub Saharan Africa
12806,1895,27.4,1149,119887,upper_middle_income,Fiji,Asia,East Asia Pacific
7454,1895,34.48,680,1408989,lower_middle_income,Cote d'Ivoire,Africa,Sub Saharan Africa
17266,1895,30.0,1275,35830086,lower_middle_income,Indonesia,Asia,East Asia Pacific
35106,1895,32.45,860,1523663,low_income,Somalia,Africa,Sub Saharan Africa
18604,1895,33.38,3088,332512,high_income,Israel,Asia,Middle East North Africa
25517,1895,29.15,702,2217493,low_income,Mali,Africa,Sub Saharan Africa
9238,1895,23.07,1999,1673101,upper_middle_income,Cuba,Americas,America
31315,1895,38.91,2748,23436454,high_income,Poland,Europe,Europe Central Asia
37559,1895,33.47,682,1856800,low_income,Chad,Africa,Sub Saharan Africa
11914,1895,33.1,3010,18157806,high_income,Spain,Europe,Europe Central Asia
40904,1895,32.79,4723,802518,high_income,Uruguay,Americas,America
21503,1895,31.54,1174,1260721,lower_middle_income,Lao,Asia,East Asia Pacific
19496,1895,38.19,2350,41741258,high_income,Japan,Asia,East Asia Pacific
3663,1895,39.91,1977,3713329,upper_middle_income,Bulgaria,Europe,Europe Central Asia
36444,1895,36.6,3228,909614,high_income,Slovenia,Europe,Europe Central Asia
11691,1895,31.35,731,582008,low_income,Eritrea,Africa,Sub Saharan Africa
42242,1895,25.54,857,54215,lower_middle_income,Vanuatu,Asia,East Asia Pacific
10576,1895,51.0,5132,2426705,high_income,Denmark,Europe,Europe Central Asia
15259,1895,39.71,2498,4748229,high_income,Greece,Europe,Europe Central Asia
14367,1895,32.19,595,1489789,low_income,Guinea,Africa,Sub Saharan Africa
16151,1895,34.9,2104,259156,high_income,"Hong Kong, China",Asia,East Asia Pacific
22395,1895,27.98,1270,47324,upper_middle_income,St. Lucia,Americas,America
18381,1895,52.63,2612,74187,high_income,Iceland,Europe,Europe Central Asia
16820,1895,30.55,1542,1519197,low_income,Haiti,Americas,America
5001,1895,32.11,1681,1625749,lower_middle_income,Bolivia,Americas,America
12137,1895,43.03,1983,822004,high_income,Estonia,Europe,Europe Central Asia
11245,1895,33.55,1151,1354686,upper_middle_income,Ecuador,Americas,America
21280,1895,28.23,2317,95468,high_income,Kuwait,Asia,Middle East North Africa
19942,1895,26.88,1301,4216818,lower_middle_income,Kenya,Africa,Sub Saharan Africa
21504,1896,31.52,1176,1288134,lower_middle_income,Lao,Asia,East Asia Pacific
2103,1896,39.63,5004,5739804,high_income,Austria,Europe,Europe Central Asia
18828,1896,40.73,3665,32623261,high_income,Italy,Europe,Europe Central Asia
19720,1896,28.95,2656,4038096,upper_middle_income,Kazakhstan,Asia,Europe Central Asia
38452,1896,24.33,2197,732461,upper_middle_income,Turkmenistan,Asia,Europe Central Asia
33546,1896,32.23,849,4882113,lower_middle_income,Sudan,Africa,Sub Saharan Africa
6563,1896,46.95,4239,5144439,high_income,Canada,Americas,America
24180,1896,32.26,1310,1419136,lower_middle_income,Moldova,Europe,Europe Central Asia
24403,1896,32.17,938,2822620,low_income,Madagascar,Africa,Sub Saharan Africa
11023,1896,31.72,1778,4471114,upper_middle_income,Algeria,Africa,Middle East North Africa
5448,1896,32.62,1731,190770,high_income,Barbados,Americas,America
22842,1896,35.65,420,275157,lower_middle_income,Lesotho,Africa,Sub Saharan Africa
9908,1896,42.61,5078,52227640,high_income,Germany,Europe,Europe Central Asia
28640,1896,48.59,6230,4867088,high_income,Netherlands,Europe,Europe Central Asia
2772,1896,48.12,6579,6456903,high_income,Belgium,Europe,Europe Central Asia
39121,1896,38.9,2109,250348,high_income,Trinidad and Tobago,Americas,America
14814,1896,30.52,684,282826,low_income,Guinea-Bissau,Africa,Sub Saharan Africa
7009,1896,31.22,3928,2969578,high_income,Chile,Americas,America
38898,1896,28.76,974,20272,upper_middle_income,Tonga,Asia,East Asia Pacific
10131,1896,33.33,1154,41676,lower_middle_income,Djibouti,Africa,Middle East North Africa
38229,1896,26.44,1199,926429,low_income,Tajikistan,Asia,Europe Central Asia
31093,1896,36.34,803,1011683,lower_middle_income,Papua New Guinea,Asia,East Asia Pacific
12361,1896,28.7,609,18059736,low_income,Ethiopia,Africa,Sub Saharan Africa
33769,1896,27.74,815,1337594,lower_middle_income,Senegal,Africa,Sub Saharan Africa
17490,1896,24.57,988,288686934,lower_middle_income,India,Asia,South Asia
11469,1896,33.78,1703,9188926,lower_middle_income,Egypt,Africa,Middle East North Africa
21950,1896,32.75,1109,479117,low_income,Liberia,Africa,Sub Saharan Africa
20612,1896,25.29,679,25415,lower_middle_income,Kiribati,Asia,East Asia Pacific
2549,1896,31.97,517,1699677,low_income,Burundi,Africa,Sub Saharan Africa
27971,1896,31.64,731,1280108,low_income,Niger,Africa,Sub Saharan Africa
36891,1896,33.03,803,104805,lower_middle_income,Eswatini,Africa,Sub Saharan Africa
15260,1896,39.92,2742,4797499,high_income,Greece,Europe,Europe Central Asia
19051,1896,37.8,1055,691783,upper_middle_income,Jamaica,Americas,America
5225,1896,31.47,1064,16452668,upper_middle_income,Brazil,Americas,America
11692,1896,31.4,734,579556,low_income,Eritrea,Africa,Sub Saharan Africa
11915,1896,33.44,2709,18238893,high_income,Spain,Europe,Europe Central Asia
36668,1896,53.54,3491,4984451,high_income,Sweden,Europe,Europe Central Asia
15037,1896,31.33,548,137829,upper_middle_income,Equatorial Guinea,Africa,Sub Saharan Africa
43135,1896,34.08,946,1624903,lower_middle_income,Zambia,Africa,Sub Saharan Africa
24626,1896,32.0,950,62514,upper_middle_income,Maldives,Asia,South Asia
16375,1896,33.89,1968,480265,lower_middle_income,Honduras,Americas,America
16821,1896,30.61,1558,1535533,low_income,Haiti,Americas,America
15483,1896,38.05,1502,58435,upper_middle_income,Grenada,Americas,America
42466,1896,27.16,2057,33845,upper_middle_income,Samoa,Asia,East Asia Pacific
21727,1896,29.58,2273,487528,upper_middle_income,Lebanon,Asia,Middle East North Africa
38006,1896,30.97,1480,7192613,upper_middle_income,Thailand,Asia,East Asia Pacific
6786,1896,48.9,6937,3140209,high_income,Switzerland,Europe,Europe Central Asia
12138,1896,43.01,2185,831915,high_income,Estonia,Europe,Europe Central Asia
1657,1896,33.65,1433,35496,high_income,Antigua and Barbuda,Americas,America
31762,1896,35.75,2084,5245266,high_income,Portugal,Europe,Europe Central Asia
9685,1896,36.72,4237,9076421,high_income,Czech Republic,Europe,Europe Central Asia
4333,1896,35.02,1198,1670951,upper_middle_income,Bosnia and Herzegovina,Europe,Europe Central Asia
10577,1896,53.07,5255,2453628,high_income,Denmark,Europe,Europe Central Asia
4556,1896,36.77,1330,4731984,upper_middle_income,Belarus,Europe,Europe Central Asia
17267,1896,30.0,1269,36257491,lower_middle_income,Indonesia,Asia,East Asia Pacific
19274,1896,34.49,1609,268122,upper_middle_income,Jordan,Asia,Middle East North Africa
31316,1896,39.21,2807,23616188,high_income,Poland,Europe,Europe Central Asia
33100,1896,31.04,551,1571330,low_income,Rwanda,Africa,Sub Saharan Africa
25964,1896,31.19,1228,8466052,lower_middle_income,Myanmar,Asia,East Asia Pacific
40682,1896,37.65,1777,22621198,lower_middle_income,Ukraine,Europe,Europe Central Asia
31539,1896,26.0,348,5145414,low_income,North Korea,Asia,East Asia Pacific
27079,1896,22.15,1541,374365,upper_middle_income,Mauritius,Africa,Sub Saharan Africa
40905,1896,32.79,4780,826190,high_income,Uruguay,Americas,America
26633,1896,34.4,468,4366847,low_income,Mozambique,Africa,Sub Saharan Africa
28417,1896,26.73,2331,511605,lower_middle_income,Nicaragua,Americas,America
36445,1896,36.6,3250,917694,high_income,Slovenia,Europe,Europe Central Asia
43358,1896,35.1,1104,1051329,lower_middle_income,Zimbabwe,Africa,Sub Saharan Africa
26187,1896,37.02,2156,410425,upper_middle_income,Montenegro,Europe,Europe Central Asia
988,1896,34.8,2644,45496,high_income,United Arab Emirates,Asia,Middle East North Africa
33323,1896,34.63,1050,2143019,high_income,Saudi Arabia,Asia,Middle East North Africa
319,1896,31.89,780,3190277,lower_middle_income,Angola,Africa,Sub Saharan Africa
31985,1896,35.22,2453,512877,upper_middle_income,Paraguay,Americas,America
32877,1896,28.27,3333,62630729,upper_middle_income,Russia,Europe,Europe Central Asia
41797,1896,33.1,2481,2550029,upper_middle_income,Venezuela,Americas,America
96,1896,32.55,1016,4714779,low_income,Afghanistan,Asia,South Asia
20389,1896,36.84,489,2788285,lower_middle_income,Cambodia,Asia,East Asia Pacific
41351,1896,29.36,891,3796345,lower_middle_income,Uzbekistan,Asia,Europe Central Asia
28194,1896,33.79,1104,18351088,lower_middle_income,Nigeria,Africa,Sub Saharan Africa
5671,1896,28.37,2221,14851,high_income,Brunei,Asia,East Asia Pacific
40013,1896,29.31,1233,2659041,high_income,Taiwan,Asia,East Asia Pacific
14368,1896,32.27,597,1500289,low_income,Guinea,Africa,Sub Saharan Africa
35107,1896,32.57,860,1528130,low_income,Somalia,Africa,Sub Saharan Africa
34438,1896,28.43,1202,1078751,low_income,Sierra Leone,Africa,Sub Saharan Africa
22173,1896,36.0,2735,481004,upper_middle_income,Libya,Africa,Middle East North Africa
42243,1896,25.59,860,54665,lower_middle_income,Vanuatu,Asia,East Asia Pacific
6340,1896,33.3,695,1001146,low_income,Central African Republic,Africa,Sub Saharan Africa
7901,1896,33.47,815,9613724,low_income,"Congo, Dem. Rep.",Africa,Sub Saharan Africa
4779,1896,26.6,1096,35260,upper_middle_income,Belize,Americas,America
25518,1896,29.26,702,2239322,low_income,Mali,Africa,Sub Saharan Africa
3664,1896,39.95,1938,3769219,upper_middle_income,Bulgaria,Europe,Europe Central Asia
34215,1896,24.67,539,114795,lower_middle_income,Solomon Islands,Asia,East Asia Pacific
15929,1896,30.2,2299,283362,upper_middle_income,Guyana,Americas,America
41574,1896,26.6,1587,45086,upper_middle_income,St. Vincent and the Grenadines,Americas,America
3218,1896,31.12,593,2264407,low_income,Burkina Faso,Africa,Sub Saharan Africa
19497,1896,38.29,2214,42135915,high_income,Japan,Asia,East Asia Pacific
14591,1896,35.77,976,161370,low_income,Gambia,Africa,Sub Saharan Africa
22396,1896,27.97,1275,48190,upper_middle_income,St. Lucia,Americas,America
9016,1896,33.33,2057,290684,upper_middle_income,Costa Rica,Americas,America
1434,1896,36.2,966,818848,upper_middle_income,Armenia,Europe,Europe Central Asia
32654,1896,35.59,764,10668911,upper_middle_income,Romania,Europe,Europe Central Asia
8793,1896,35.73,927,139520,lower_middle_income,Cape Verde,Africa,Sub Saharan Africa
23065,1896,40.72,2959,2380664,high_income,Lithuania,Europe,Europe Central Asia
5002,1896,32.08,1572,1663834,lower_middle_income,Bolivia,Americas,America
8347,1896,33.23,1289,3805169,upper_middle_income,Colombia,Americas,America
27302,1896,29.85,402,2104804,low_income,Malawi,Africa,Sub Saharan Africa
25295,1896,35.47,1592,774918,upper_middle_income,North Macedonia,Europe,Europe Central Asia
35999,1896,33.49,3100,93971,upper_middle_income,Suriname,Americas,America
19943,1896,26.93,1305,4195280,lower_middle_income,Kenya,Africa,Sub Saharan Africa
11246,1896,33.58,1175,1370005,upper_middle_income,Ecuador,Americas,America
22619,1896,33.37,2016,3808625,upper_middle_income,Sri Lanka,Asia,South Asia
18605,1896,33.43,3093,336629,high_income,Israel,Asia,Middle East North Africa
12807,1896,27.45,1154,119774,upper_middle_income,Fiji,Asia,East Asia Pacific
14145,1896,29.33,840,2615636,lower_middle_income,Ghana,Africa,Sub Saharan Africa
38675,1896,33.34,713,320392,lower_middle_income,Timor-Leste,Asia,East Asia Pacific
20166,1896,25.82,1123,1056489,lower_middle_income,Kyrgyz Republic,Asia,Europe Central Asia
7455,1896,34.61,680,1419645,lower_middle_income,Cote d'Ivoire,Africa,Sub Saharan Africa
25741,1896,39.58,1781,211514,high_income,Malta,Europe,Europe Central Asia
9239,1896,22.27,1992,1676374,upper_middle_income,Cuba,Americas,America
17936,1896,25.6,1323,9815046,upper_middle_income,Iran,Asia,Middle East North Africa
13476,1896,34.11,582,378218,upper_middle_income,Gabon,Africa,Sub Saharan Africa
27525,1896,30.61,983,1873003,upper_middle_income,Malaysia,Asia,East Asia Pacific
39567,1896,36.35,1561,13844057,upper_middle_income,Turkey,Europe,Europe Central Asia
30647,1896,30.97,1230,6377665,lower_middle_income,Philippines,Asia,East Asia Pacific
24849,1896,28.84,2075,12665163,upper_middle_income,Mexico,Americas,America
29978,1896,25.29,1167,17873554,lower_middle_income,Pakistan,Asia,South Asia
23511,1896,44.95,1750,2017801,high_income,Latvia,Europe,Europe Central Asia
17713,1896,48.16,4272,4522519,high_income,Ireland,Europe,Europe Central Asia
16152,1896,34.9,2135,268628,high_income,"Hong Kong, China",Asia,East Asia Pacific
13253,1896,26.07,623,24092,lower_middle_income,"Micronesia, Fed. Sts.",Asia,East Asia Pacific
6117,1896,35.2,651,158360,upper_middle_income,Botswana,Africa,Sub Saharan Africa
32431,1896,32.83,2351,16057,high_income,Qatar,Asia,Middle East North Africa
10800,1896,32.51,1143,467650,upper_middle_income,Dominican Republic,Americas,America
37560,1896,33.57,685,1842683,low_income,Chad,Africa,Sub Saharan Africa
21281,1896,28.32,2351,96065,high_income,Kuwait,Asia,Middle East North Africa
18382,1896,53.34,2664,74883,high_income,Iceland,Europe,Europe Central Asia
30201,1896,33.88,2264,242887,high_income,Panama,Americas,America
16598,1896,35.08,3106,2399705,high_income,Croatia,Europe,Europe Central Asia
21058,1896,25.8,1154,9385029,high_income,South Korea,Asia,East Asia Pacific
1880,1896,47.9,6828,3438311,high_income,Australia,Asia,East Asia Pacific
39344,1896,30.16,1434,1796718,lower_middle_income,Tunisia,Africa,Middle East North Africa
40459,1896,27.01,760,3506468,low_income,Uganda,Africa,Sub Saharan Africa
41128,1896,47.48,8004,72859236,high_income,United States,Americas,America
40236,1896,33.09,635,5136172,low_income,Tanzania,Africa,Sub Saharan Africa
29755,1896,34.34,1322,374790,high_income,Oman,Asia,Middle East North Africa
42020,1896,32.08,1166,11225759,lower_middle_income,Vietnam,Asia,East Asia Pacific
23288,1896,45.71,4049,225180,high_income,Luxembourg,Europe,Europe Central Asia
542,1896,34.98,1202,779713,upper_middle_income,Albania,Europe,Europe Central Asia
36222,1896,36.67,3156,2808577,high_income,Slovak Republic,Europe,Europe Central Asia
3887,1896,32.59,2921,74552,high_income,Bahrain,Asia,Middle East North Africa
35330,1896,34.75,3134,2370743,upper_middle_income,Serbia,Europe,Europe Central Asia
7678,1896,29.87,1109,3278828,lower_middle_income,Cameroon,Africa,Sub Saharan Africa
23734,1896,33.0,1200,4500883,lower_middle_income,Morocco,Africa,Middle East North Africa
29532,1896,45.7,7390,744956,high_income,New Zealand,Asia,East Asia Pacific
7232,1896,32.0,1126,393200213,upper_middle_income,China,Asia,East Asia Pacific
29086,1896,34.66,896,5115130,low_income,Nepal,Asia,South Asia
34661,1896,29.3,1682,804640,lower_middle_income,El Salvador,Americas,America
26410,1896,30.92,827,691272,lower_middle_income,Mongolia,Asia,East Asia Pacific
3441,1896,19.51,1002,25618991,lower_middle_income,Bangladesh,Asia,South Asia
8124,1896,32.81,854,616089,lower_middle_income,"Congo, Rep.",Africa,Sub Saharan Africa
30424,1896,34.35,1066,3555336,upper_middle_income,Peru,Americas,America
26856,1896,34.82,731,347775,lower_middle_income,Mauritania,Africa,Sub Saharan Africa
2995,1896,34.36,978,1150275,low_income,Benin,Africa,Sub Saharan Africa
13922,1896,34.07,1089,2144891,upper_middle_income,Georgia,Europe,Europe Central Asia
1211,1896,34.34,6645,4099794,upper_middle_income,Argentina,Americas,America
27748,1896,36.21,1906,194173,upper_middle_income,Namibia,Africa,Sub Saharan Africa
33992,1896,33.74,2419,188267,high_income,Singapore,Asia,East Asia Pacific
37783,1896,34.55,1118,722385,low_income,Togo,Africa,Sub Saharan Africa
8570,1896,33.31,868,81816,lower_middle_income,Comoros,Africa,Sub Saharan Africa
2326,1896,27.91,1649,1764333,upper_middle_income,Azerbaijan,Europe,Europe Central Asia
28863,1896,53.92,3606,2134019,high_income,Norway,Europe,Europe Central Asia
42912,1896,35.63,2503,5081928,upper_middle_income,South Africa,Africa,Sub Saharan Africa
37114,1896,44.31,1311,18840,high_income,Seychelles,Africa,Sub Saharan Africa
4110,1896,34.96,2737,54763,high_income,Bahamas,Americas,America
5894,1896,31.44,830,274531,lower_middle_income,Bhutan,Asia,South Asia
9462,1896,38.46,2380,224884,high_income,Cyprus,Europe,Europe Central Asia
15706,1896,26.08,1806,1367759,upper_middle_income,Guatemala,Americas,America
37337,1896,32.68,2065,1690170,low_income,Syria,Asia,Middle East North Africa
18159,1896,37.36,1323,2178286,upper_middle_income,Iraq,Asia,Middle East North Africa
12584,1896,46.62,2910,2527304,high_income,Finland,Europe,Europe Central Asia
35776,1896,29.92,1150,38877,lower_middle_income,Sao Tome and Principe,Africa,Sub Saharan Africa
17044,1896,36.76,2955,6903229,high_income,Hungary,Europe,Europe Central Asia
32208,1896,33.96,1051,273708,lower_middle_income,Palestine,Asia,Middle East North Africa
42689,1896,26.14,1303,2914693,low_income,Yemen,Asia,Middle East North Africa
35553,1896,33.35,831,1796918,low_income,South Sudan,Africa,Sub Saharan Africa
13030,1896,47.73,4975,39826616,high_income,France,Europe,Europe Central Asia
13699,1896,47.45,8382,39905807,high_income,United Kingdom,Europe,Europe Central Asia
97,1897,32.74,1026,4738246,low_income,Afghanistan,Asia,South Asia
5226,1897,31.45,1047,16847909,upper_middle_income,Brazil,Americas,America
39122,1897,38.91,2120,255648,high_income,Trinidad and Tobago,Americas,America
41352,1897,29.57,874,3830163,lower_middle_income,Uzbekistan,Asia,Europe Central Asia
3442,1897,18.52,1183,25704124,lower_middle_income,Bangladesh,Asia,South Asia
41129,1897,47.85,8609,74285324,high_income,United States,Americas,America
1212,1897,35.06,5231,4236670,upper_middle_income,Argentina,Americas,America
8571,1897,33.35,869,82367,lower_middle_income,Comoros,Africa,Sub Saharan Africa
39568,1897,36.41,1569,13928757,upper_middle_income,Turkey,Europe,Europe Central Asia
31540,1897,26.0,351,5164419,low_income,North Korea,Asia,East Asia Pacific
4780,1897,26.6,1104,35906,upper_middle_income,Belize,Americas,America
34662,1897,29.32,1691,812864,lower_middle_income,El Salvador,Americas,America
42913,1897,35.71,2342,5139985,upper_middle_income,South Africa,Africa,Sub Saharan Africa
19052,1897,37.2,1060,700204,upper_middle_income,Jamaica,Americas,America
38453,1897,24.51,2160,739120,upper_middle_income,Turkmenistan,Asia,Europe Central Asia
32432,1897,32.91,2385,16144,high_income,Qatar,Asia,Middle East North Africa
15930,1897,30.17,2315,285850,upper_middle_income,Guyana,Americas,America
543,1897,34.96,1219,787540,upper_middle_income,Albania,Europe,Europe Central Asia
7679,1897,29.91,1117,3264221,lower_middle_income,Cameroon,Africa,Sub Saharan Africa
11916,1897,33.77,2870,18320343,high_income,Spain,Europe,Europe Central Asia
8794,1897,35.81,937,141336,lower_middle_income,Cape Verde,Africa,Sub Saharan Africa
18383,1897,48.63,2647,75585,high_income,Iceland,Europe,Europe Central Asia
17268,1897,30.0,1269,36710226,lower_middle_income,Indonesia,Asia,East Asia Pacific
28418,1897,26.78,2331,518817,lower_middle_income,Nicaragua,Americas,America
27526,1897,30.61,975,1936527,upper_middle_income,Malaysia,Asia,East Asia Pacific
16376,1897,33.89,1985,491741,lower_middle_income,Honduras,Americas,America
13254,1897,26.05,623,24218,lower_middle_income,"Micronesia, Fed. Sts.",Asia,East Asia Pacific
35777,1897,29.88,1152,39153,lower_middle_income,Sao Tome and Principe,Africa,Sub Saharan Africa
15038,1897,31.39,554,137174,upper_middle_income,Equatorial Guinea,Africa,Sub Saharan Africa
30202,1897,33.91,2301,246019,high_income,Panama,Americas,America
24404,1897,32.23,943,2801168,low_income,Madagascar,Africa,Sub Saharan Africa
41798,1897,33.14,2548,2587420,upper_middle_income,Venezuela,Americas,America
2104,1897,40.1,5059,5798736,high_income,Austria,Europe,Europe Central Asia
38676,1897,33.51,714,322627,lower_middle_income,Timor-Leste,Asia,East Asia Pacific
13700,1897,47.27,8403,40285922,high_income,United Kingdom,Europe,Europe Central Asia
27749,1897,36.35,1935,196300,upper_middle_income,Namibia,Africa,Sub Saharan Africa
